,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
32866,43dc4bdefe2afaac50a2acf2071b22e3,5576e12ae95816c367cdcc1aadc8b839,d1740559697f147cfdeb229b29affedf,190654000000.0,42.037815,-91.67968,Hiawatha,IA,suburban,Cedar Rapids Cmty School Dist,Linn,f,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,171.48,25.0,t,8/4/13,8/26/13
28452,3ae36eb38cd5e887db132ec273be1222,281c012b8b1bdcc4c75482eadaf7dc0a,f7f8f9c17ff8dfbf9b684891c5e70ad8,481970000000.0,32.718028000000004,-97.33247800000001,Fort Worth,TX,urban,Ft Worth Ind School District,Tarrant,f,f,Ms.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 3-5,398.88,44.0,t,8/25/13,9/30/13
9805,143bbc2db123fe66a6cfdf5d9a23a83c,4df12ec78adf33a7e247d8e936a0c0f3,10f11130bada2db4d7e9bcbe2b22f5fc,480771000000.0,29.880994,-95.455016,Houston,TX,urban,Aldine Ind School District,Harris,f,t,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,290.46,24.0,f,11/30/13,1/4/14
48314,637ecd3d8afc81f8a9e051741fae39c1,e688679f0fc10637aab3bdbe44924796,f4c8a8e08c837c6e1c88f49aa15dcbb3,341122000000.0,40.491026,-74.446662,New Brunswick,NJ,urban,New Brunswick School District,Middlesex,f,f,Ms.,ESL,Literacy & Language,,,Technology,highest poverty,Grades 3-5,1002.31,73.0,f,12/13/12,4/8/13
54980,713984e4ee29db0ab007bf15025f47e8,78e6afeec56b6f7ec5184c5aa8abd8ea,adf5935cbb5c37d310129dd9aa0261f2,361773000000.0,40.591665,-73.68160300000001,Long Beach,NY,suburban,Long Beach City School Dist,Nassau,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,moderate poverty,Grades PreK-2,286.68,21.0,f,12/1/13,1/8/14
43279,5922cfeaaa2e031354f1be8a5df187af,8684ef98b4fdbd90663adb496beb395a,43c3b507a8e36a830e4dafd473b3c8d6,,29.661804999999998,-95.619878,Sugar Land,TX,urban,Texas Dept of Education,Fort Bend,t,f,Mrs.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,385.52,28.0,f,11/17/13,1/22/14
45396,5d84509696acb64d8cfa3cef5b5e70c7,5e6c59fbedf2d1b413223aed30d43222,adbead4ea28e0e13dc72aabbc47015fc,62271002807.0,34.101906,-118.251938,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Social Sciences,History & Civics,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,456.16,30.0,f,12/13/12,1/21/13
106038,d9007f0c2e674c096d56e0a8dbf66eb6,651992dcb80444e9b85e2e50d3ca12fe,b18d7f75fd1de3d3ab57c01d83b1f4fe,130228000000.0,34.054788,-84.197236,Johns Creek,GA,suburban,Fulton Co School District,Fulton,f,f,Ms.,Mathematics,Math & Science,,,Technology,moderate poverty,Grades PreK-2,460.12,22.0,f,11/16/13,12/25/13
92089,bc7f29e630096607ce956e2b70182688,6ba20ef00438599ee3e5fca2cd7b7a58,1074931aa4a079b146e1f5dcb38b3adf,63471005853.0,37.701814,-122.11685800000001,San Leandro,CA,,San Lorenzo Unified Sch Dist,Alameda,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 3-5,939.32,31.0,f,10/3/13,11/20/13
99333,cb5dda316fbab5850bbeb5d5ba00e595,44824140c96bca428a66ad461e2b0bd3,c0dc4b2cbc6308b664bd33e9abf41076,450315000000.0,33.44875,-80.516372,Santee,SC,rural,Orangeburg Con School Dist 3,Orangeburg,f,f,Ms.,Applied Sciences,Math & Science,,,Supplies,highest poverty,Grades 9-12,1068.08,130.0,f,11/12/13,3/10/14
99605,cbe6b0183a36ec8e1b910aeffc11a2c7,b2c6f7e8a52f234f7e84c5a77f554a81,9d7e87c9a91e66958e825c9d05596e43,481641000000.0,30.046723999999998,-94.880773,Dayton,TX,,Dayton Ind School District,Liberty,f,f,Mrs.,Special Needs,Special Needs,Literacy,Literacy & Language,Technology,highest poverty,Grades PreK-2,407.64,12.0,f,3/24/13,4/5/13
122457,faf2bed18a91d37ed3041173af2eb631,2a05da656e92cb3db605008f42d5683c,ee2669bc89b3166efdb6c3df2bf90c0d,370126000000.0,35.978409,-78.887573,Durham,NC,urban,Durham Public School District,Durham,f,t,Mrs.,Special Needs,Special Needs,Character Education,Applied Learning,Books,highest poverty,Grades 3-5,479.61,70.0,f,12/8/12,12/26/12
15118,1f548ae1bae43a15ab0bdf16d6162643,630f0b0f9c420c0bd4f0087baa11b34a,cb2a4e9f996c5e53deafebf196240f45,481611000000.0,29.999091999999997,-95.758767,Cypress,TX,rural,Cypress-fairbanks Ind Sch Dist,Harris,f,f,Mrs.,Music,Music & The Arts,Performing Arts,Music & The Arts,Technology,low poverty,Grades PreK-2,869.98,999.0,f,10/22/12,2/12/13
7990,10a1480b8c756c32f3ddb552606df6bd,49d6a4ddeb1f1c2b89efa96b1322fc76,e7ccaf3eff3c5b964ab9f505d122feb3,402025000000.0,35.334083,-97.46927099999999,Moore,OK,suburban,Moore School District I-2,Cleveland,f,f,Ms.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 6-8,304.15,143.0,t,9/11/13,10/26/13
51260,6988691a726281ca932017a13afefc17,20989118f682b6274911acff7d5bc5ea,d59597c0f18a7812fcd0faee4622d834,100020000000.0,39.681588,-75.737554,Newark,DE,suburban,Christina School District,New Castle,f,f,Mrs.,Character Education,Applied Learning,Extracurricular,Applied Learning,Supplies,high poverty,Grades 9-12,569.4,40.0,t,2/17/12,3/8/12
41483,555ecaf756323f31bd0f0ff4f82e42f9,f65b0335e020a96bc11fb72dfb12dc24,194785c87ffa55a5e6384915f89ed96f,80234000085.0,39.667681,-104.802972,Aurora,CO,urban,Aurora Public School District,Arapahoe,f,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,382.6,27.0,t,9/9/13,9/24/13
107832,dc9d8b8d7eb5e051711ba10926625703,ef6af6e602359a95545582f0d7003f7e,638233f92716e1a7aadf60ba81864c52,481168000000.0,25.949888,-97.474531,Brownsville,TX,urban,Brownsville Ind School Dist,Cameron,f,f,Mr.,Sports,Health & Sports,Health & Wellness,Health & Sports,Supplies,low poverty,Grades 3-5,595.94,45.0,f,2/18/13,4/29/13
71371,924094310d33f726333e826e0c765a10,ce2ef5a2acaad5882a3c0210d1eeb1f3,046724f0891dca152f41c6929ff87890,130153000000.0,32.719393,-84.01034,Roberta,GA,rural,Crawford Co School District,Crawford,f,f,Mr.,Visual Arts,Music & The Arts,,,Technology,highest poverty,Grades 9-12,208.64,100.0,f,1/17/13,1/26/13
23236,2fe7b9a0671832262fa7bd1b98bb4fd1,0712c709bbf151e884933e311c2d0b83,2965d404453ebc02945e7259b85101e6,62271010527.0,34.192738,-118.463876,Van Nuys,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades 3-5,246.15,100.0,t,10/12/12,2/4/13
33882,45e2f098c35f88826f1a9bbd8fd5589c,69ab473b8c091b70533fdb0bdb76e8eb,eb95ac530a49a39b5cfd1600e90a9682,292928000000.0,38.601967,-90.253964,Saint Louis,MO,urban,St Louis City Public Sch Dist,St Louis City,f,f,Mr.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,266.25,90.0,f,8/1/12,8/25/12
9994,149db5059d92e421da2fcb0b2387d878,84a2de34276d6ffc3fed488ba192ea52,c7eea79479dc9266f1dab408a5fe2451,420014000000.0,40.02016,-75.095148,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,t,f,Ms.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,753.38,23.0,f,10/7/12,1/16/13
58362,7830ecc4a676346383482481482b77df,3f5e608853b08de6db0de0ef24c957b6,d63af742ca048a9cfbd7035249b4357d,51068000794.0,34.785815,-92.231701,N Little Rock,AR,urban,North Little Rock School Dist,Pulaski,f,f,Ms.,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 9-12,461.38,200.0,t,11/8/13,1/20/14
46665,602def58543ba049e1358a2dcd20c215,6737b92e1f0b8b8dcf8c5c5408f42c41,9b0f9af0c1f98b57e8d81cb9e54060b2,,38.929949,-76.98589100000001,Washington,DC,,Dc Public Schools,District Of Columbia,t,f,Mrs.,Social Sciences,History & Civics,Literacy,Literacy & Language,Books,low poverty,Grades 6-8,527.27,100.0,f,3/10/13,6/7/13
89311,b6c6a55b0c66d2b05cfdfab5471d7b8f,0a6f70474e439a772f26865609868fd8,ef85e18acc95c502fd3a8c671203e544,63441005677.0,37.71267,-122.410242,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,959.45,22.0,f,4/12/13,7/19/13
90258,b8c78bf76684ebec12a73d58dab26f53,f999f7d428af7a20d0f17b95b538d783,b6a4b9cb18c12e637cfe1d9a6ee609f1,482034000000.0,32.867290000000004,-96.655304,Garland,TX,suburban,Garland Ind School District,Dallas,f,f,Mrs.,Literacy,Literacy & Language,Applied Sciences,Math & Science,Technology,highest poverty,Grades PreK-2,873.33,44.0,t,9/2/12,9/13/12
15095,1f44eda715df262c6a66c8c78b96be29,001a227cf5b01356f901842d1a1c995b,c8297055fed53fedfbe8234d989e2bcd,63441005641.0,37.710361999999996,-122.447744,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 3-5,947.0,31.0,f,2/13/13,3/20/13
18532,263c487f6d6b87a3a1a380357454d41e,177eb835462e48312f5761dfba4c0988,4697eaa8762e20a7da00631773ebb2cc,370331000000.0,35.099047,-77.114118,New Bern,NC,,Craven Co School District,Craven,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 9-12,456.16,150.0,f,12/9/13,4/8/14
6883,0e5b9e50d54a7c7e573655cbca55dc02,7559a82c26c75c371ac07de66b793250,6946fc29b3aabd20f55bd63f867d81ec,40138003052.0,33.428052,-112.590928,Buckeye,AZ,,Buckeye Elem School Dist 33,Maricopa,f,f,Mrs.,Environmental Science,Math & Science,,,Other,high poverty,Grades 3-5,291.51,30.0,f,3/11/12,7/1/12
53557,6e471f075aac769e6e2978cedaf11ed4,a20b2d25bebbd035c7bee5c2bafa245d,98b88944e8e7e3cca4f42ccc02bba687,230732000000.0,44.094439,-70.206641,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades PreK-2,378.09,20.0,t,11/20/12,12/27/12
43278,59229b757896cce5594c87017c254f10,c0849bae638bcd06e1a0dac4e75ec9c0,3fb65bdce9f3fd121b80acaa927b5f9f,63386005301.0,33.597541,-117.666858,Mission Viejo,CA,suburban,Saddleback Valley Unified SD,Orange,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,moderate poverty,Grades 6-8,378.74,180.0,t,9/3/13,10/21/13
29223,3c7915547640be93a9537d9658faff31,3169437c4ec7708d6fa4f85acb15f57c,483fd8e4eccaf4f46eac430f863c3315,63186008946.0,37.462179,-122.13448400000001,E Palo Alto,CA,suburban,Ravenswood City Elem Sch Dist,San Mateo,f,f,Mr.,Health & Wellness,Health & Sports,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 3-5,544.29,5.0,f,1/14/13,2/11/13
111936,e4dab6004b63eac693ea633773e652e8,5d7a5c2d6f7744e0e3339884b04260cd,dab504633a9e2012b9a6ecb69e669938,62805004312.0,37.789818,-122.243568,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Mr.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,270.56,32.0,f,9/4/12,10/4/12
69915,8f38c41fb472aa1a9fa1be5d0413bf83,93374e1167f0c9584c77b804cce9dbf8,7ed94c6f7b45cf1d592d701fdb2a4a01,90045000070.0,41.170125,-73.208586,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Other,highest poverty,Grades 3-5,393.13,25.0,f,4/19/13,5/7/13
60365,7c363314fe45a3cff515ba8245947c23,156abdcd51485cf858b944bea9136022,224b7551c420600bbeb06eb36fbd5503,60285000214.0,37.999629999999996,-121.81628400000001,Antioch,CA,suburban,Antioch Unified School Dist,Contra Costa,f,t,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,618.48,30.0,f,9/16/12,12/4/12
23408,304449e39483ee802acd49387c73db19,7c676c22b762edac546107f3624eeb8b,dedb5772ec96ed15032b111fa0b55e4f,170993000000.0,41.965565000000005,-87.652588,Chicago,IL,urban,North-nw Side Hs Network,Cook,f,f,Ms.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades 9-12,455.62,80.0,f,8/26/12,9/23/12
1058,02452674de845ba0ca2336ca25ef0083,9e558851a26c0a00c5747a570bfa0bda,c61cbfe52b694399e9a8071606e5b917,210299000000.0,38.158413,-85.85385,Louisville,KY,urban,Jefferson Co School District,Jefferson,f,f,Ms.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,575.94,27.0,t,9/18/13,11/11/13
10149,14f748b1875756fe3154ccd5d22cc0e7,d338615ac7333f7ba8d92f7fe7382307,2f5c20a1226b170999f4216431a0550d,210471000000.0,38.212461,-84.255544,Paris,KY,,Paris Ind School District,Bourbon,f,f,Mr.,Foreign Languages,Literacy & Language,,,Technology,highest poverty,Grades 9-12,527.05,100.0,f,7/1/13,9/20/13
96442,c56aed6fe93d3071a0135f55ea611f4d,a6418f1849c6b5e6e8e5e6fa2206580a,64d3b7fade1fa8eceffd2314ec8e8aac,,41.425915,-81.720299,Cleveland,OH,urban,Ohio Department of Education,Cuyahoga,t,f,Mrs.,Literature & Writing,Literacy & Language,Character Education,Applied Learning,Books,highest poverty,Grades PreK-2,515.79,19.0,f,1/15/12,2/13/12
1673,03912c855218dac44822b7c7842aedbb,8ea370ae8218e014042c97c17fa17618,249951e2eae5889cfe79708bc8491745,61149012299.0,38.74038,-121.33676499999999,Roseville,CA,rural,Dry Creek Joint Elem Sch Dist,Placer,f,f,Mr.,Applied Sciences,Math & Science,Extracurricular,Applied Learning,Other,moderate poverty,Grades 6-8,320.94,32.0,f,3/14/13,3/25/13
86997,b212023aad8a9aa6b68e31497c8b1a99,b77e1de37186bb047de7295fcb155e01,b5028b9b97d5c31eddddb9eb68452281,,33.787428000000006,-84.476528,Atlanta,GA,urban,Atlanta Public Schools,Fulton,f,f,Ms.,Performing Arts,Music & The Arts,,,Technology,highest poverty,Grades 9-12,750.8,50.0,t,12/20/13,1/9/14
22934,2f4c4afe83b52d9ecd1d8a59952e3041,687957422fae9816aec0b80759569ecf,f798d6ad165b3305f030676c092cfbc8,400423000000.0,35.318785999999996,-97.10322099999999,Shawnee,OK,,Bethel School District 3,Pottawatomie,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Other,high poverty,Grades PreK-2,395.2,20.0,f,8/1/13,10/5/13
70590,90a2828e86444f135a58469db238077c,a2b88a303c53b6c2fcadc711a91b541f,64ba62e81dd07b10a2a0e23c61c545f7,420008000000.0,39.962944,-75.1437,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,t,f,Ms.,Literacy,Literacy & Language,,,Technology,highest poverty,Grades 3-5,249.04,25.0,f,9/5/12,9/26/12
57009,756573c8944b4a23f022d519f0727829,6be0db8401519e01d7a53730e6366c71,5fcd25f18a6287eb78009bd351f4efb8,360015000000.0,40.607671999999994,-73.984737,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Ms.,Environmental Science,Math & Science,Special Needs,Special Needs,Supplies,highest poverty,Grades 6-8,475.78,200.0,t,1/12/13,2/26/13
110089,e111594e23f590b1b1d7440637681d2b,7f49023c857c3c952d70bc50cf2ea7ac,25b70761821363d2867612d805fcebb2,60263000169.0,33.833399,-117.923631,Anaheim,CA,urban,Anaheim Union High Sch Dist,Orange,f,f,Mrs.,Special Needs,Special Needs,Social Sciences,History & Civics,Supplies,highest poverty,Grades 9-12,309.72,80.0,f,3/30/12,5/16/12
76689,9d1021575490b0253380ebdef949a799,76a919fcf4838c3e0ee609c9ba044517,85c4570b88d16a0cc06c2347e61a49cc,220015000000.0,29.99332,-90.037975,New Orleans,LA,urban,New Orleans Recovery School District,Orleans,t,f,Ms.,Visual Arts,Music & The Arts,Extracurricular,Applied Learning,Supplies,highest poverty,Grades PreK-2,668.18,60.0,f,8/4/12,8/17/12
90487,b937e621f29395c88f95e020824481ee,44003fe0a2c0629f1fef0cea258f2e36,2587d64abdda15cb5db9c167bd3adcea,120123000000.0,27.487909000000002,-82.56155,Bradenton,FL,suburban,Manatee Co School District,Manatee,t,f,Mrs.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,highest poverty,Grades PreK-2,821.53,37.0,t,11/9/13,12/6/13
2560,058b7eac078b6fd48a1637999fe621ca,07bbfeaeb4373b62a52a331a9ca826ed,aec87b2e3cb3d04499494259bcc04452,240009000000.0,39.236768,-76.60733,Baltimore,MD,urban,Baltimore City Public Sch Dist,Baltimore City,f,f,Mrs.,Gym & Fitness,Health & Sports,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,215.0,650.0,f,4/8/13,4/30/13
52338,6bb5aba3285e0d88d6817ff2e1de0a7e,c0e7fc759cae3037ac331a76dcca7365,911b216fb846da8ed872d1b260734e69,63441005660.0,37.74884,-122.49236,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Ms.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,1067.46,44.0,f,4/4/12,7/30/12
26772,3756b0f3139ef386019d026a062e8ecb,ada6138c8084bebd05da7edba9956011,259ab9a003a23837d089ab9b9280e8f5,62271010861.0,34.029,-118.270843,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,Foreign Languages,Literacy & Language,Literature & Writing,Literacy & Language,Books,high poverty,Grades 9-12,425.79,140.0,t,1/17/12,2/22/12
45528,5dd0cd1a4da0b722787d5653d56d4f66,25786a32fb22dcd94c39e00588a780ff,2d8649e8e701b63c5806cdf27ce0ffd1,422133000000.0,41.235836,-80.514401,Sharon,PA,suburban,Sharon City School District,Mercer,f,f,Mrs.,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades PreK-2,179.31,30.0,t,11/3/13,11/27/13
107461,dbe28599021a98eff25e006645e492b4,defe5366f82c80715343e58cf95bd2ac,10a9c48f27d12ef702f27547db13a19b,80690001460.0,39.875904,-105.03156299999999,Westminster,CO,suburban,Adams 12 Five Star Schools,Adams,f,f,Mrs.,Music,Music & The Arts,,,Other,highest poverty,Grades PreK-2,225.65,275.0,t,8/23/13,9/16/13
60658,7cbf70c057dd97c9ab8ffd52c9b93365,c4b9f045e100e70a354d4df80625b8d4,be9d67bbbdd8cabdbd2ab84489a4eab4,63227007335.0,36.009077000000005,-120.12948600000001,Avenal,CA,,Reef-sunset Unified Sch Dist,Kings,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,highest poverty,Grades 9-12,1013.73,180.0,f,3/24/12,7/21/12
17664,2470906a9a6581176efe8aac2f2771f1,77bdfba0801b18ca7c74de87515e51ce,3e716525af499ec8bd3e45461148d927,482364000000.0,29.87183,-95.33627299999999,Houston,TX,urban,Houston Ind School District,Harris,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Other,highest poverty,Grades 3-5,264.53,25.0,f,11/26/13,3/22/14
88535,b531e06d491d7f005474fb676a533c90,e812fb06a811334ae95c4599629abc15,537caf15fe02bb13d811dcb96b1a72b1,61488001878.0,33.766973,-117.91417,Garden Grove,CA,suburban,Garden Grove Unif School Dist,Orange,f,f,Ms.,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 9-12,603.86,170.0,f,11/20/12,12/19/12
81912,a782e54a59bd2315d1a4b67d29bc11d7,de7328ea81951388bf3e5415fe2ba5f7,cf128f483b634d1bce48d2b4ab9fdce8,550147000000.0,44.741425,-88.450783,Bonduel,WI,rural,Bonduel School District,Shawano,f,f,Ms.,Music,Music & The Arts,,,Other,high poverty,Grades 9-12,512.93,50.0,f,8/24/12,12/8/12
101665,cff5899f120ec07457dd10bc954bc974,b6f0b8d6919655eb1a8df612f88477d3,66caf1d682dcc0ab2b17f97661b31611,220165000000.0,30.357461999999998,-89.75209699999999,Pearl River,LA,suburban,St Tammany Parish Sch District,St Tammany,f,f,Mrs.,Health & Life Science,Math & Science,Social Sciences,History & Civics,Technology,highest poverty,Grades PreK-2,223.38,20.0,t,8/11/13,8/20/13
80515,a4b88556a1adac2764ab00cbeef0d4de,2d3b2391d209b27f4957eef52cc9def7,83669066cecef47872c70dfedf44a2fe,,33.973618,-118.24787099999999,Los Angeles,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Environmental Science,Math & Science,Community Service,Applied Learning,Supplies,high poverty,Grades 6-8,697.87,750.0,t,12/20/12,1/4/13
79126,a1e461421dee0342e09c5e845a05c78c,ce67fc2d40ecd39186a6f1540d333e17,f1bc580c028876625dbf6fc0246ea428,170993000000.0,41.963824,-87.691374,Chicago,IL,urban,Ravenswood-ridge Elem Network,Cook,f,t,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades 3-5,393.28,140.0,f,2/14/13,3/3/13
108224,dd686f68a4041660e22547de736f24c7,ce77972fcaa1a02aec55a07ea2642970,94603228efdb3c460ea76e439e91face,120036000000.0,30.078984000000002,-82.694681,Lake City,FL,rural,Columbia Co School District,Columbia,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,527.05,15.0,f,3/7/13,6/7/13
65176,85968c151609274a167e643c0d1be0af,83d41d4e177ec47fab039ad18d066cde,5e706e9b550df4275f656cfe08dc9bde,174224000000.0,39.442465999999996,-90.40280899999999,White Hall,IL,,North Greene Unit Dist 3,Greene,f,f,Mr.,Mathematics,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades 9-12,637.07,60.0,f,5/10/12,8/25/12
100029,ccb1bdc93a7e80c8f54f1d8c957cdae5,cdc642cb4324d60ed50d60e17509dbce,b0edfd1b60209cfa6c077e04133aea54,482619000000.0,29.679128000000002,-95.04669,La Porte,TX,suburban,La Porte Ind School District,Harris,f,f,Mrs.,Mathematics,Math & Science,Applied Sciences,Math & Science,Supplies,high poverty,Grades 3-5,608.33,44.0,f,11/2/13,2/7/14
5720,0bef17d685c659683fe6587ed5c80269,64860c4b6c79e6f68cc15688844587ab,4db0fbdd64a68887084522593cade610,150003000000.0,21.898885,-159.466257,Koloa,HI,,Kauai School District,Kauai,f,f,Ms.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,high poverty,Grades 3-5,565.85,42.0,f,4/2/13,5/6/13
43794,5a41b8bb795ab9c26f9e50aed83f1d38,d586756b195e789a2f476cfbfa6f6b07,e4c0ac359e19caa9aedefb998c142277,62271007764.0,34.039693,-118.29639499999999,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Special Needs,Special Needs,Gym & Fitness,Health & Sports,Supplies,highest poverty,Grades PreK-2,794.92,200.0,t,1/19/12,2/27/12
105484,d7e377af64ffe3590b73474d52c91b60,29eb291136be809f8e3f04aac089e3f1,c985dc2d1b4155e135ed3b44693c29a3,120150000000.0,26.731378000000003,-80.065836,West Palm Bch,FL,urban,Palm Beach Co School District,Palm Beach,f,t,Mr.,Health & Life Science,Math & Science,Environmental Science,Math & Science,Supplies,highest poverty,Grades 6-8,387.51,125.0,t,8/31/13,10/26/13
