projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
31ff82ea30a2a45c140ff35e7cd82758,866d74d46158fe00096457bb1f8604f4,c1d359a426673bb10cd6de99cc2e9c4d,120144000000,28.544386,-81.436996,Orlando,FL,urban,Orange Co Public School Dist,Orange,f,f,Mrs.,Environmental Science,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,1074.06,16,f,2/4/12,2/9/12
0f15022ab690a656b9b2d006bd9b5293,74f5a68e956c0be4b601fc4af30e4eae,e061b87bce20de2dfed63059e8ad97eb,63462005756,38.666065,-121.250633,Fair Oaks,CA,suburban,San Juan Unified School Dist,Sacramento,f,f,Mrs.,College & Career Prep,Applied Learning,,,Books,moderate poverty,Grades 9-12,417.59,999,f,8/1/13,9/23/13
0415b0406d05bac7bb0a25bd51f2b2f7,fd8ed1dcfdf194a1a581f31220cf2e49,e76f1b86793ea4c7c1da85c53d89691d,62271003212,34.012474,-118.246624,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,high poverty,Grades PreK-2,647.06,20,t,5/2/12,8/6/12
1dd8317fb0157157b83811ee687a648f,3b554f152625e9bfa8b954a9d910cc96,8b26d757b3b580e17114a5308567d448,60263000180,33.810686,-117.944437,Anaheim,CA,urban,Anaheim Union High Sch Dist,Orange,f,f,Ms.,Literature & Writing,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades 9-12,566.61,200,f,10/31/12,2/24/13
305c84bf97d1cc6e77ee8ded6144308c,f7d783bc9de232c7f7ebe21009a99e95,61ce0f0464d4d6605989afb068d2748c,251113000000,42.114559,-72.493899,Springfield,MA,urban,Springfield Public Sch Dist,Hampden,f,f,Ms.,Special Needs,Special Needs,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades PreK-2,957.05,18,f,11/2/13,2/9/14
ab7369b862237cb14ff23a25e1683432,013c863ac9b5000c14333fc9a75d5a5a,badb0fc6eb8cd08f850b233f8c05f7e3,411004000000,45.496155,-122.614197,Portland,OR,urban,Portland School District 1j,Multnomah,f,f,Ms.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,highest poverty,Grades PreK-2,503.74,15,f,11/6/12,11/13/12
cb15dfe6153d9632b19264b2be1f7de2,fcde3e12886fcf646cdd7e90823042bb,e1743d5a0d8f351cc49dacb6631bb291,261644000000,42.92514,-85.672119,Grand Rapids,MI,urban,Grand Rapids Pub Sch Dist,Kent,f,f,Mrs.,Health & Wellness,Health & Sports,,,Supplies,highest poverty,Grades 3-5,234.02,28,f,12/18/13,1/14/14
223aeb43886adb5931c21a3c748c57a3,a58e1ea4eefb9722a7cdc70e3feb3f8e,306bb284605a330724e86e2174900358,550960000000,43.126231,-88.061743,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,f,f,Mrs.,Special Needs,Special Needs,,,Technology,highest poverty,Grades 3-5,646.46,40,f,1/29/13,4/7/13
eed1fd500439f1ac24cf6b1a93710114,e0c4b3c07405fdbee5b9935aab9aa576,81dccd1c2337e68cc00014cce5dbb269,231356000000,43.661289,-70.35022,Westbrook,ME,rural,Westbrook School District,Cumberland,f,f,Mrs.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,high poverty,Grades 6-8,280.75,160,t,10/13/12,10/18/12
5a58c6a4c6901f8b794182a7551a5e4c,16954458e1fed899fe8151c3b505fd0e,7c88fdaeac8366c597c49a4c78a64c28,261200000000,42.393696,-83.190987,Detroit,MI,urban,Educational Achievement System,Wayne,f,f,Ms.,Health & Wellness,Health & Sports,Other,Applied Learning,Supplies,highest poverty,Grades 3-5,477.89,60,t,9/25/13,10/7/13
9d80b90e25d9a077ea7df82005c066c0,68a40ce54ef94f223c450ac98258e51d,8a75d40bff56d6367c3e247a5ea6a23d,120015000000,28.465819,-80.801199,Cocoa,FL,suburban,Brevard Co School District,Brevard,f,f,Mrs.,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,434.06,15,f,11/19/13,1/4/14
eb07a8a98f7daca1464cd772c4e79240,938bbba5fa2b554c796e16691ee73bb3,4168827ab74bc8154e99446c675f4ef8,,34.01554,-118.248397,Los Angeles,CA,,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Gym & Fitness,Health & Sports,Health & Wellness,Health & Sports,Technology,high poverty,Grades 6-8,1082.24,800,f,1/30/12,5/18/12
9b641ff7b0319df829ea344109c37f13,ace4212ace24177abc802bc0443ab4cf,5b35b3ebb3986264634e691f23b2242d,62271002900,33.832569,-118.275223,Carson,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Mr.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,654.09,22,f,1/15/12,3/2/12
76716af0aee005d093f417fdbf8a5de9,11bcfda435bb04141d4ea70b99a531d6,332b0be5f92c83478028ded85a4cd94d,403060000000,36.110533,-95.862127,Tulsa,OK,urban,Union Pub School District I-9,Tulsa,f,f,Ms.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades 3-5,650.06,20,t,8/9/13,9/10/13
48aeaa3d1a09ee397419cb9e0992b0a4,291e656a23c093afa41148205065068e,38c8594501d3d2c6e6924a3031b46570,390445000000,39.218035,-84.550764,Cincinnati,OH,suburban,North College Hill City SD,Hamilton,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 9-12,435.24,125,f,2/24/12,3/1/12
c0fe62218ee8495ae6224596d3e5a38b,448f37db213e67b3bec47597a8d97f8c,2c55fd127ecec5d2bb36c800e20b0d0d,,30.115242,-95.508072,Klein,TX,suburban,Klein Ind School District,Harris,f,f,Mrs.,Literacy,Literacy & Language,Special Needs,Special Needs,Books,high poverty,Grades 3-5,486.69,140,f,9/2/12,12/25/12
424372cf8a56c247bf6ddd69b1e72b4c,9c7cc603b2314358720e9e42aaf58d1f,798447c0eb852fbd5f26d090e5913ec8,,29.964914,-90.406068,Hahnville,LA,,St Charles Parish Public SD,St Charles,f,f,Mrs.,College & Career Prep,Applied Learning,Health & Wellness,Health & Sports,Technology,high poverty,Grades 9-12,568.21,70,f,9/8/12,1/5/13
116b75d89b5a81ef07c633569fb8169f,d11f069383d0b6c9e9fd94014774c0ab,354f2c1ce2651c656e3f0df4d428a2a6,350006000000,35.094468,-106.734929,Albuquerque,NM,urban,Albuquerque Pub School Dist,Bernalillo,f,f,Ms.,Literacy,Literacy & Language,Social Sciences,History & Civics,Other,highest poverty,Grades PreK-2,177.95,24,t,10/4/12,11/22/12
e00f0256574d8ca41d3d30c906347f7a,b24a031a8ba6e3f9dd6b6aaec41280b2,7e022c85ca0753428940c6fc10f1fe30,62223002665,38.108361,-121.284604,Lodi,CA,suburban,Lodi Unified School District,San Joaquin,f,f,Mr.,Social Sciences,History & Civics,Civics & Government,History & Civics,Technology,highest poverty,Grades 9-12,1086.56,200,f,11/21/12,2/2/13
db853f029e00569b67c81f164caa80b5,599daaf7b64c6ef3595710174838eefb,39ce2d9c3086ce64bd24af8a6825d860,63441005635,37.716236,-122.466397,San Francisco,CA,urban,San Francisco Unified Sch Dist,San Francisco,f,f,Mr.,Applied Sciences,Math & Science,,,Technology,high poverty,Grades 3-5,679.66,28,f,12/11/12,12/24/12
1bfffcc88abd36be4f362dff371bc02d,9e5802a3562e7887c6b090f07a6a1cdd,0d441fcc1adfec13d13e1fe7047a0247,510384000000,36.752056,-76.032181,Virginia Bch,VA,urban,Virginia Beach City Public SD,Virginia Beach City,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,low poverty,Grades 3-5,332.39,44,f,2/2/13,4/27/13
9acb973e3631e42e25ccc64483905f04,6f88518fb2de844fccf12ef83c5a303a,750d408a73f2486b54ec26a7eb076f68,150003000000,21.381649,-157.741127,Kailua,HI,suburban,Windward Oahu School District,Honolulu,f,f,Ms.,College & Career Prep,Applied Learning,,,Technology,moderate poverty,Grades 3-5,793.21,26,f,3/7/13,3/30/13
16137012e6bb28e5f2675a13778f6fdd,4cf989d28fe31cb06075213dbc3386e4,afaa53a4670397b8eeeab8c6c984ddcc,470315000000,35.853894,-86.359854,Murfreesboro,TN,urban,Murfreesboro City School Dist,Rutherford,f,t,Mrs.,Literacy,Literacy & Language,,,Books,high poverty,Grades 3-5,3210.08,450,f,9/9/13,9/17/13
7b3538d0738c0ab36fa5fe4b270ba952,1f10f811ff19b41c4e6ffd75b407617d,893e057ab370d49d30b98e32e13138f6,370297000000,35.165155,-80.863411,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Literacy,Literacy & Language,Parent Involvement,Applied Learning,Books,highest poverty,Grades PreK-2,175.78,25,f,8/16/13,8/27/13
c6f62088da37f9ff4260cfff552dc4e6,706361f7a81d406be03a09f364003b70,5955a5ddd3e3736fb82bf91694a0eb1b,120111000000,30.452251,-84.266602,Tallahassee,FL,urban,Leon Co School District,Leon,f,f,Ms.,Literacy,Literacy & Language,,,Supplies,high poverty,Grades 3-5,309.42,20,t,8/18/12,10/5/12
6bda7ad116586bf7480a9ee6e3370b02,4345863129f7ca1791ae7a4e10393cde,cd3ab3fbb8ea4f6a16b6712e5117d1f2,61473001803,33.863991,-117.931419,Fullerton,CA,urban,Fullerton School District,Orange,f,f,Mr.,Environmental Science,Math & Science,Health & Life Science,Math & Science,Supplies,highest poverty,Grades 3-5,1162.52,90,f,10/1/13,11/14/13
c276682e13e1c3935f08bfde95654e40,e5a2750f5592a7e5b99b05f5f6698d26,8e78a0a185cdd13c02cc51c041cbf393,61803002222,33.684044,-117.983398,Huntingtn Bch,CA,suburban,Huntington Beach City SD,Orange,f,f,Mrs.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,400.51,30,f,11/19/13,2/20/14
3f88b85cb96fdd7989cd4e1ce9b56916,f351960b6744a1a5750d1527f35e116f,83f2b24031f992c50f33be5a5934bff9,280348000000,30.35804,-88.554557,Pascagoula,MS,urban,Pascagoula School District,Jackson,f,f,Ms.,Health & Life Science,Math & Science,,,Technology,highest poverty,Grades 6-8,287.59,120,f,10/12/12,11/8/12
18de0920eaf252292f5b70c10f03d2f6,09fd3439b434469a1418419a8782a51c,6e60a34fb4ab22c288a88d22e1c6e762,62271010883,33.99366,-118.184303,Maywood,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,Applied Sciences,Math & Science,Technology,highest poverty,Grades PreK-2,575.99,24,t,2/1/12,3/1/12
bb98ccef1ce9596dad4feed727355999,60a330d3cf5b3208d964db9f0dadff85,6f4c05f29e56229f7cf942d50d84887b,261884000000,42.886871,-85.87561,Hudsonville,MI,suburban,Hudsonville Public Sch Dist,Ottawa,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,moderate poverty,Grades PreK-2,379.09,26,f,2/17/13,3/2/13
595ef4810b6e1414c61c1190debc7cb6,a39fca5da4056bfaac5fb32206b559e9,7806a65376042265039c8b033c8fbfb6,360009000000,40.685566,-73.954158,Brooklyn,NY,urban,New York City Dept Of Ed,Kings (Brooklyn),f,f,Mr.,Health & Wellness,Health & Sports,,,Technology,highest poverty,Grades 9-12,706.16,150,t,12/14/12,1/20/13
474335d14d90e1c04b617b732cbc8ee9,b110b2cf97aa09d19f6dc23b28abbb73,5c292ddb701b0f62419eefa5b630f881,220180000000,29.955991,-92.038474,Erath,LA,rural,Vermilion Parish School Dist,Vermilion,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,773.8,24,f,9/30/13,12/18/13
f5804ccb5e25575c63d76498df00d255,ef370f22f6eb22f4334daf21d23ab60b,0c8867f838f4446c4e7334f1ce419826,63513010760,37.762886,-121.914897,San Ramon,CA,rural,San Ramon Valley Unified SD,Contra Costa,f,f,Ms.,Mathematics,Math & Science,,,Books,low poverty,Grades 3-5,805.47,190,f,11/6/13,2/22/14
78a0f65354d96f3c6e4723189a84d028,450404f916a1dfd52d5a8fba150c0bde,7eb460fa7b0dadaae722a19699d17ed7,450372000000,33.973494,-80.299556,Sumter,SC,rural,Sumter Co Schools,Sumter,f,f,Mrs.,College & Career Prep,Applied Learning,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,650.91,100,f,7/27/13,11/9/13
4c380f0428f86807a4f8bbc1425af545,1a4c58274877f188b84e44a2c8f8a476,564cebd3d66a62572e8dca4721695c05,170993000000,41.919402,-87.731316,Chicago,IL,urban,Fullerton Elem Network,Cook,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,213.09,160,f,9/2/13,10/10/13
3d5319b9910fd326a4bc04bdb57ba49b,8cb4ebc24f4f84acb0b640f53675d954,121b6ab83248db8b7d6f9a29bc0b81d8,,37.329722,-121.855199,San Jose,CA,urban,Franklin-mckinley Sch District,Santa Clara,t,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,423.48,120,f,10/6/13,10/30/13
fb0d90299491050adb5dd9bdb835e913,1027c26f50bdc0a3ae436ec22ec4d344,34c53c3e7c63ca3a60a4c6a36a16244a,130129000000,33.975866,-84.423525,Marietta,GA,suburban,Cobb Co School District,Cobb,f,f,Mr.,Mathematics,Math & Science,,,Supplies,moderate poverty,Grades 3-5,185.68,21,f,1/20/13,3/11/13
37d2518eb45f184a8132eb1a092eb4e9,a7af416f8112e5414c33e749b0fdac67,36cfafe7f9f6d472f0a9ee32f3496ce5,530771000000,47.565521,-122.283371,Seattle,WA,urban,Seattle School District 1,King,f,f,Ms.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,566.27,30,f,7/13/13,8/1/13
1076748727737685d7bf6efd4dcda866,f828881ba047d97309eaee36c8f990f2,e18ccb66f8ec8c69bb6e71882222c3d7,250711000000,42.461532,-70.954459,Lynn,MA,suburban,Lynn Public School Dist,Essex,f,t,Ms.,Literacy,Literacy & Language,,,Supplies,highest poverty,Grades PreK-2,397.65,26,t,10/15/13,12/4/13
431602da1901f8527c480f62d11d00f5,5ef927595a97799a2d088ed8be1e655b,d27d8fd45ccd4d988def66eac91b3b3f,301326000000,46.24812,-114.161973,Hamilton,MT,,Hamilton School District 3,Ravalli,f,f,Mrs.,Special Needs,Special Needs,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,191,24,f,12/4/12,12/23/12
7a94688ec698da658f9e7932f76950fc,4bd79b6a160448fea58677b4dd39c864,df833782ebd2ae33126ab3c9700333b1,530282000000,47.364078,-122.313046,Des Moines,WA,suburban,Federal Way School Dist 210,King,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Books,moderate poverty,Grades PreK-2,198.91,210,f,7/21/12,8/28/12
86dab7feec7991d4b866a5347912df2f,ab174f1a64616051a5b63c02963ca379,7bd82b97282d8c2ebefd2f050f9a149a,62637002932,37.954121,-122.045731,Concord,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,551.12,20,t,9/8/13,10/4/13
f53993452621c89c91105a561f13c9e6,67eb62741177feaae30c8d11ef4c9a40,a9068f7f86ee4ce68da625132a5da567,350108000000,32.006615,-106.588213,Anthony,NM,rural,Gadsden Ind School District,Dona Ana,f,f,Mrs.,Literacy,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 3-5,751.72,20,f,7/4/13,9/13/13
18940c6f0c1601ff38742c66ea9b037f,9c308c569ead94800b4beaf35d64c8fc,28e14aa6a9874856574c75271831500a,60636000553,33.859036,-118.012573,Buena Park,CA,suburban,Buena Park School District,Orange,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 6-8,570.11,48,f,12/2/12,12/15/12
5efff538147b44ae4ed624eb8112875f,ba39f5c840b95f12d862956cbae87574,b316b9be6f17210e10d57490f000f517,550582000000,44.529606,-88.035033,Green Bay,WI,urban,Green Bay Area Public Sch Dist,Brown,f,f,Ms.,ESL,Literacy & Language,,,Supplies,high poverty,Grades PreK-2,258.39,54,f,10/22/12,11/1/12
b76a40d604ecb659af524874bffeeb70,6b56d02ab85cfa73ea7d0f1dcdd69022,515a8b0dba66eed97f1d1474ef7f2973,,39.984657,-75.169302,Philadelphia,PA,,Philadelphia City School Dist,Philadelphia,t,f,Ms.,Literature & Writing,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,184.35,24,f,7/15/12,9/5/12
b23fd37df77f367a09cdf059b0658e2f,e43213f768f683e5771eda2d8a677176,9421949246202323c2be69747766d493,483240000000,30.109375,-95.266751,Porter,TX,rural,New Caney Ind School District,Montgomery,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Books,highest poverty,Grades PreK-2,569.15,36,t,9/9/12,10/18/12
c3984f1f1df96401bd1ddc330a4832d2,329357b38cfff2d0965594f8d42f027e,92ea493630f71e4149d899c4d39f9695,370472000000,35.81329,-78.865399,Cary,NC,rural,Wake Co School District,Wake,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Books,moderate poverty,Grades 3-5,194.64,28,f,4/29/13,5/12/13
37566bbab1f1c7ad9d982239b17f422b,39deef83224f7885447650eedb8989a7,22ac197a58eca2ff685c803b7a924b5c,90045000069,41.217153,-73.169382,Bridgeport,CT,urban,Bridgeport City Sch District,Fairfield,f,f,Ms.,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,213.69,25,t,5/17/13,9/7/13
5950d5eb117f0fd9a75c59d08a0db36f,4fe9f88e3a0726dc5ae9ed0ba7c3f074,c88bee60403120b0bc149b9c3c38d090,,40.67625,-73.774963,Jamaica,NY,urban,New York City Dept Of Ed,Queens,f,f,Ms.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Books,highest poverty,Grades 6-8,169.8,90,f,1/21/13,2/14/13
57b006d6a6173b8d486ce9fc4d8c147c,486f098bbbf9f4a4aab5a06c7a6bf8a7,f019c17f22f04e8805d186b2b81ed103,62271003246,33.940186,-118.272507,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Mrs.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,high poverty,Grades PreK-2,281.86,20,t,10/14/12,11/20/12
d89c0ed6332fb3fe65becd1082143c1b,73d02415a750e711bd1bf4279c340823,af9fcd6475f5eb48fe0a932bb387c775,450186000000,34.318717,-79.877139,Darlington,SC,,Darlington Co School District,Darlington,f,f,Ms.,Foreign Languages,Literacy & Language,,,Supplies,highest poverty,Grades 9-12,293.46,150,f,7/25/12,8/26/12
1b59bb07c1c3a6cf2f721e837a527eeb,a1deee996d46104439fe6e3035caf6b9,4cb465ec6dcf28c99f9007ecde782202,370003000000,36.073869,-79.420842,Burlington,NC,urban,Alamance-burlington Sch Dist,Alamance,f,f,Mrs.,Literacy,Literacy & Language,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades PreK-2,292.44,21,f,3/19/13,4/23/13
b863a99c9d66c03d46ddf141c72a80f8,ef1c088d9939445bbab68918b69ca472,be78e725bb9fae3f6ea765696af8754d,62637003962,37.93882,-122.034164,Concord,CA,suburban,Mt Diablo Unified School Dist,Contra Costa,f,f,Ms.,Health & Wellness,Health & Sports,ESL,Literacy & Language,Supplies,highest poverty,Grades 6-8,493.26,750,t,8/16/13,12/6/13
61b9609ae0a5bc33f0c60a27b0fcfd79,6a3470f6995f97fa5baa6b50bd8449a8,1ebbf1acac1e512e466a91a2ab9aecca,40171001027,32.873496,-111.714226,Casa Grande,AZ,,Casa Grande Elem Sch Dist 4,Pinal,f,f,Mrs.,Visual Arts,Music & The Arts,Community Service,Applied Learning,Supplies,high poverty,Grades 3-5,448.54,25,t,8/11/13,9/20/13
a13b58c91f30fb002903a15c980fb1de,c7a45ddf32655e14218a9ffec561eaa9,b2d880be90c8c6d99e3ec42d28b7e869,63822006447,34.450947,-118.422415,Canyon Cntry,CA,suburban,Sulphur Springs Union Elem SD,Los Angeles,f,f,Ms.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Supplies,highest poverty,Grades 3-5,173.07,30,f,6/9/12,7/1/12
1ffdecc6eaeba6bd7a08fc879a30591b,779df6ece24aefcc306ca0d023c28e5d,d769b05aad5de22299536807ac515d26,272124000000,44.953151,-93.259895,Minneapolis,MN,urban,Minneapolis Public Sch Dist,Hennepin,f,f,Mr.,Health & Life Science,Math & Science,Applied Sciences,Math & Science,Technology,highest poverty,Grades PreK-2,357,650,f,10/17/12,11/13/12
23d6986584ba23190d90d61b8bce6268,596fa41bc9cef8a3571433b6b94f6223,241a5ac19c971db5b205732bbf45987e,360009000000,40.836826,-73.887688,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mr.,Music,Music & The Arts,Performing Arts,Music & The Arts,Books,highest poverty,Grades 9-12,239.25,60,f,6/2/13,7/13/13
5ce12e4ea4836fc222ef6bd51a7d7274,31ba70510fd45b373e1b7b0d209e7ed5,5fffdd994215b265dbc1fb6dd6ba0381,120150000000,26.406935,-80.127505,Boca Raton,FL,urban,Palm Beach Co School District,Palm Beach,f,f,Ms.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,moderate poverty,Grades PreK-2,516.47,450,f,11/25/13,1/1/14
fd548fecd50160bc560cfaa741c8490f,f86083a22c3d99785998889a04a4cf7d,1b7b7dbfc20ad271c025bdcbe1091a2b,80480000795,39.54668,-105.304428,Conifer,CO,rural,Jefferson Co School Dist R-1,Jefferson,f,f,Mr.,Literacy,Literacy & Language,Civics & Government,History & Civics,Other,moderate poverty,Grades 6-8,311.32,20,f,10/17/13,11/18/13
37af388847a6ac911da5887effb3f66a,e68b9410804ace014f910933f4d3b4df,1f7cc866d64b7460d0f34f4c8612c57c,401035000000,34.004772,-96.393077,Durant,OK,,Durant School District I-72,Bryan,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Technology,high poverty,Grades PreK-2,749.36,25,f,10/14/13,2/4/14
852bce3cc7f8d588bec544f7af2a2e19,10f854771ef9a9e3f36470b4cebc3d55,0b835c84c45b3c56d42967c77c1ff310,62271003323,34.279492,-118.447467,San Fernando,CA,suburban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,561.82,22,f,1/12/12,1/27/12
82f4a26a44cbd5fc6f8bdbb5ee82b254,9aff7e7d940f805f9d961d11f547e36c,4378e21282e16cb4798357cd07e77c8e,63255005050,37.943016,-122.364521,Richmond,CA,suburban,West Contra Costa Usd,Contra Costa,f,f,Ms.,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades 3-5,713.28,75,f,8/14/12,10/24/12
9e35c7ea4acede02f1af59477d448b35,37ae7e1645846a24b7b3a22793b0f2af,f853d0f57dcf5b98d81b80baf20d61b6,62250002769,33.778811,-118.141406,Long Beach,CA,urban,Long Beach Unified School Dist,Los Angeles,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,960.64,175,f,5/12/12,7/27/12
57fafd50cd3dc525d25fcb87844104e8,0a668fa28a3edbc0084d1cfe7f8e0632,981eb9ca705cead67f60f7e7894b4353,350150000000,32.383576,-106.807951,Las Cruces,NM,,Las Cruces Public Schools,Dona Ana,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Technology,highest poverty,Grades PreK-2,198.58,18,f,2/11/12,3/10/12
0e52777ba7f751b450bd89735332c4fa,a86cda59354f991c49deec5234b75e20,1916180a6a8827f218d36bfac17226ae,,43.057858,-87.928864,Milwaukee,WI,urban,Milwaukee Public Schools,Milwaukee,t,f,Mr.,Parent Involvement,Applied Learning,,,Technology,highest poverty,Grades PreK-2,439.93,25,f,9/3/13,10/18/13
2b390d8cadc8b3fb59ae99f07c83d41b,a67c25bab99707a4a4354101d198e1b9,519d6b48a15b057c7ddf2f31bd130b9e,330498000000,42.768379,-71.47563,Nashua,NH,urban,School Administrative Unit 42,Hillsborough,f,f,Mrs.,Mathematics,Math & Science,Literature & Writing,Literacy & Language,Technology,highest poverty,Grades 3-5,767.18,65,t,12/6/12,12/16/12
